,Train no.,Train name,Starts,Ends
146,7619,Kranti Bpl Special,Kurnool Town,Bhopal Junction
147,18108,Krpu Rou Express,Koraput,Rourkela
148,18511,Krpu Vskp Intercity E,Koraput,Vishakapatnam
149,12650,Ktk Sampark K Express,H Nizamuddin,Yesvantpur Junction
150,12369,Kumbha Express,Howrah Junction,Haridwar Junction
151,4119,Kumbha Mela Special,Howrah Junction,Allahabad Junction
152,21107,Kurj Bsb Link E,Khajuraho,Varanasi Junction
153,2449,Kurj Nzm Special,Khajuraho,H Nizamuddin
154,22447,Kurj Nzm Express,Khajuraho,H Nizamuddin
155,19665,Kurj Udz Express,Khajuraho,Udaipur City
156,12965,Kurj Udz Superfast,Khajuraho,Udaipur City
157,11016,Kushinagar Express,Gorakhpur Junction,Lokmanyatilak T
158,11015,Kushinagar Express,Lokmanyatilak T,Gorakhpur Junction
159,19132,Kutch Express,Bhuj,Bandra Terminus
160,19131,Kutch Express,Bandra Terminus,Bhuj
161,2552,Kyq Ypr Special,Kamakhya,Yesvantpur Junction
162,15621,Kyq Anvt Express,Kamakhya,Anand Vihar Trm
163,15624,Kyq Bgkt Express,Kamakhya,Bhagat Ki Kothi
164,5624,Kyq Bgkt Special,Kamakhya,Bhagat Ki Kothi
165,2510,Kyq Bnc Premium,Kamakhya,Bangalore Cant
166,13248,Kyq Capital Express,Danapur,Kamakhya
167,15668,Kyq Gimb Express,Kamakhya,Gandhidham Bg
168,15620,Kyq Gya Wkly Express,Kamakhya,Gaya Junction
169,19710,Kyq Jp Kaviguru,Kamakhya,Jaipur
170,55601,Kyq Lmg Passenger,Kamakhya,Lumding Junction
171,12520,Kyq Ltt Ac Express,Kamakhya,Lokmanyatilak T
172,5612,Kyq Ltt Special,Kamakhya,Lokmanyatilak T
173,22520,Kyq Ltt Superfast Special,Kamakhya,Lokmanyatilak T
174,15613,Kyq Mzs Ic Express,Kamakhya,Murkeongselek
175,2503,Kyq Ndls Premiu,Kamakhya,New Delhi
176,2512,Kyq Pune Premiu,Kamakhya,Pune Junction
177,15644,Kyq Puri Express,Kamakhya,Puri
178,15662,Kyq Rnc Express,Kamakhya,Ranchi
179,15655,Kyq Svdk Express,Kamakhya,Shmata V D Ktra
180,5655,Kyq Svdk Special,Kamakhya,Shmata V D Ktra
181,641,Kyq Tvc Premium,Kamakhya,Trivandrum Cntl
182,12552,Kyq Ypr Ac Express,Kamakhya,Yesvantpur Junction
183,7151,Kzj Ned Express,Kazipet Junction,Nanded
184,12608,Lalbagh Express,Bangalore Cy Junction,Chennai Central
185,12607,Lalbagh Express,Chennai Central,Bangalore Cy Junction
186,53181,Lalgola Passenger,Sealdah,Lalgola
187,12865,Lalmati Express,Howrah Junction,Purulia Junction
188,12866,Lalmati Express,Purulia Junction,Howrah Junction
189,12161,Lashkar Express,Lokmanyatilak T,Agra Cantt
190,12162,Lashkar Express,Agra Cantt,Lokmanyatilak T
191,12528,Latur Cstm Express,Latur,Mumbai Cst
192,22108,Latur Cstm Express,Latur,Mumbai Cst
193,1207,Latur Pvr Special,Latur,Pandharpur
194,12038,Ldh Ndls Shatabdi,Ludhiana Junction,New Delhi
195,14704,Lgh Jsm Express,Lalgarh Junction,Jaisalmer
196,53172,Lgl Sdah Passenger,Lalgola,Sealdah
197,53178,Lgl Sdah Passenger,Lalgola,Sealdah
198,14005,Lichchavi Express,Sitamarhi,Anand Vihar Trm
199,14006,Lichchavi Express,Anand Vihar Trm,Sitamarhi
200,12861,Link Daksin Express,Vishakapatnam,H Nizamuddin
201,14114,Link Express,Dehradun,Allahabad Junction
202,12180,Ljn Intercity,Agra Cantt,Lucknow Ne
203,16094,Ljn Mas Express,Lucknow Ne,Chennai Central
204,9408,Ljn Adi Special,Lucknow Ne,Ahmedabad Junction
205,12179,Ljn Agc Intercity,Lucknow Ne,Agra Fort
206,5029,Ljn Anvt Special,Lucknow Ne,Anand Vihar Trm
207,19022,Ljn Bdts Express,Lucknow Ne,Bandra Terminus
208,9014,Ljn Bdts Premiu,Lucknow Ne,Bandra Terminus
209,15204,Ljn Bju Express,Lucknow Ne,Barauni Junction
210,12593,Ljn Bpl G R,Lucknow Ne,Bhopal Junction
211,1684,Ljn Bpl Special,Lucknow Ne,Bhopal Junction
212,15011,Ljn Cdg Express,Lucknow Ne,Chandigarh
213,15054,Ljn Cpr Express,Lucknow Ne,Chhapra
214,5066,Ljn Cpr Special,Lucknow Ne,Chhapra
215,5116,Ljn Cpr Special,Lucknow Ne,Chhapra
216,12584,Ljn Double Dkr,Anand Vihar Trm,Lucknow Ne
217,12594,Ljn Garib Rath,Bhopal Junction,Lucknow Ne
218,12536,Ljn Garibrath,Raipur Junction,Lucknow Ne
219,12531,Ljn Intercity,Gorakhpur Junction,Lucknow Ne
220,11110,Ljn Jhs Intercity Express,Lucknow Ne,Jhansi Junction
221,19716,Ljn Jp Express,Lucknow Ne,Jaipur
222,9708,Ljn Jp Special,Lucknow Ne,Jaipur
223,15043,Ljn Kgm Express,Lucknow Ne,Kathgodam
224,5045,Ljn Lku Special,Lucknow Ne,Lal Kuan
225,5059,Ljn Lku Special,Lucknow Ne,Lal Kuan
226,2114,Ljn Ltt Ac Special,Lucknow Ne,Lokmanyatilak T
227,12108,Ljn Ltt Express,Lucknow Ne,Lokmanyatilak T
228,15008,Ljn Muv Express,Lucknow Ne,Manduadih
229,11408,Ljn Pune Express,Lucknow Ne,Pune Junction
230,12104,Ljn Pune Express,Lucknow Ne,Pune Junction
231,1422,Ljn Pune Special,Lucknow Ne,Pune Junction
232,12535,Ljn R Garibrath,Lucknow Ne,Raipur Junction
233,12003,Ljn Swran Shtbd,Lucknow Ne,New Delhi
234,12004,Ljn Swran Shtbd,New Delhi,Lucknow Ne
235,9414,Lko Adi Special,Lucknow Nr,Ahmedabad Junction
236,2112,Lko Ltt Ac Special,Lucknow Nr,Lokmanyatilak T
237,19402,Lko Adi Express,Lucknow Nr,Ahmedabad Junction
238,4415,Lko Anvt Special,Lucknow Nr,Anand Vihar Trm
239,14210,Lko Bdl Intercity,Lucknow Nr,Vindhyachal
240,14220,Lko Bsb Express,Lucknow Nr,Varanasi Junction
241,14204,Lko Bsb Intercity,Lucknow Nr,Varanasi Junction
242,12231,Lko Cdg Express,Lucknow Nr,Chandigarh
243,4437,Lko Dli Ac Special,Lucknow Nr,Delhi
244,12272,Lko Duronto Express,New Delhi,Lucknow Nr
245,4027,Lko Ndls Special,Lucknow Nr,New Delhi
246,4201,Lko Ndls Special,Lucknow Nr,New Delhi
247,2233,Lko Ndls Ac Special,Lucknow Nr,New Delhi
248,4439,Lko Ndls Ac Special,Lucknow Nr,New Delhi
249,4935,Lko Ndls Premiu,Lucknow Nr,New Delhi
250,4943,Lko Ndls Premiu,Lucknow Nr,New Delhi
251,4933,Lko Ndls Premiu,Lucknow Nr,New Delhi
252,12429,Lko Ndls Raj,Lucknow Nr,New Delhi
253,4207,Lko Ndls Special,Lucknow Nr,New Delhi
254,4029,Lko Ndls Special,Lucknow Nr,Delhi
255,4941,Lko Ndls Special,Lucknow Nr,New Delhi
256,4501,Lko Nldm Superfast Special,Lucknow Nr,Nangal Dam
257,4923,Lko Nldm Special,Lucknow Nr,Nangal Dam
258,22684,Lko Ypr Superfast,Lucknow Nr,Yesvantpur Junction
259,12540,Lko Ypr Superfast Express,Lucknow Nr,Yesvantpur Junction
260,14615,Lku Asr Express,Lal Kuan,Amritsar Junction
261,12354,Lku Hwh Express,Lal Kuan,Howrah Junction
262,5060,Lku Ljn Special,Lal Kuan,Lucknow Ne
263,5046,Lku Ljn Special,Lal Kuan,Lucknow Ne
264,4419,Lku Ndls Ac Express,Lal Kuan,New Delhi
265,2039,Lku Ndls Ac Special,Lal Kuan,New Delhi
266,55602,Lmg Kyq Passenger,Lumding Junction,Kamakhya
267,15651,Lohit Express,Guwahati,Jammu Tawi
268,15652,Lohit Express,Jammu Tawi,Guwahati
269,19143,Lok Shakti Express,Bandra Terminus,Ahmedabad Junction
270,22927,Lok Shakti Express,Bandra Terminus,Ahmedabad Junction
271,22928,Lok Shakti Express,Ahmedabad Junction,Bandra Terminus
272,19144,Lok Shakti Express,Ahmedabad Junction,Bandra Terminus
273,17317,Lokamanya Tt Express,Hubli Junction,Lokmanyatilak T
274,11044,Lokamanya Tt Express,Madurai Junction,Lokmanyatilak T
275,11014,Lokmanya Tt Express,Coimbatore Junction,Lokmanyatilak T
276,5611,Ltt Kyq Special,Lokmanyatilak T,Kamakhya
277,11201,Ltt Ajni Express,Lokmanyatilak T,Ajni
278,12563,Ltt Ald Express,Lokmanyatilak T,Allahabad Junction
279,4128,Ltt Ald Premium,Lokmanyatilak T,Allahabad Junction
280,4116,Ltt Ald Special,Lokmanyatilak T,Allahabad Junction
281,11053,Ltt Azamgarh Express,Lokmanyatilak T,Azamgarh
282,12879,Ltt Bbs Superfast Express,Lokmanyatilak T,Bhubaneswar
283,11075,Ltt Bidr Express,Lokmanyatilak T,Bidar
284,1055,Ltt Bsb Special,Lokmanyatilak T,Varanasi Junction
285,12167,Ltt Bsb Superfast Express,Lokmanyatilak T,Varanasi Junction
286,12165,Ltt Bsb Superfast Express,Lokmanyatilak T,Varanasi Junction
287,11073,Ltt Chennai Express,Lokmanyatilak T,Chennai Central
288,17222,Ltt Coa Express,Lokmanyatilak T,Kakinada Port
289,2049,Ltt Dbg Premium,Lokmanyatilak T,Darbhanga Junction
290,2006,Ltt Dd Premium,Karmali,Lokmanyatilak T
291,11086,Ltt Doubledecker,Madgaon,Lokmanyatilak T
292,12223,Ltt Ers Duronto,Lokmanyatilak T,Eranakulam Junction
293,22103,Ltt Fd Superfast Express,Lokmanyatilak T,Faizabad Junction
294,1040,Ltt Ganpati Special,Karmali,Lokmanyatilak T
295,1046,Ltt Ganpati Special,Madgaon,Lokmanyatilak T
296,12202,Ltt Garib Rath,Kochuveli,Lokmanyatilak T
297,11079,Ltt Gkp Express,Lokmanyatilak T,Gorakhpur Junction
298,11081,Ltt Gkp Express,Lokmanyatilak T,Gorakhpur Junction
299,5042,Ltt Gkp Puja Special,Lokmanyatilak T,Gorakhpur Junction
300,1047,Ltt Gkp Special,Lokmanyatilak T,Gorakhpur Junction
301,5032,Ltt Gkp Special,Lokmanyatilak T,Gorakhpur Junction
302,12542,Ltt Gkp Superfast Express,Lokmanyatilak T,Gorakhpur Junction
303,1015,Ltt Gwalior Special,Lokmanyatilak T,Gwalior
304,3255,Ltt Holi Special,Patna Junction,Lokmanyatilak T
305,17318,Ltt Hubli Express,Lokmanyatilak T,Hubli Junction
306,17322,Ltt Hubli Express,Lokmanyatilak T,Hubli Junction
307,7318,Ltt Hubli Special,Lokmanyatilak T,Hubli Junction
308,12171,Ltt Hw Ac Superfast,Lokmanyatilak T,Haridwar Junction
309,3062,Ltt Hwh Puja Special,Lokmanyatilak T,Howrah Junction
310,1049,Ltt Jaynagar Special,Lokmanyatilak T,Jaynagar
311,5514,Ltt Jaynagar Special,Lokmanyatilak T,Jaynagar
312,11017,Ltt Karaikal Express,Lokmanyatilak T,Karaikal
313,1017,Ltt Karaikal Special,Lokmanyatilak T,Karaikal
314,1039,Ltt Karmali Special,Lokmanyatilak T,Karmali
315,22113,Ltt Kcvl Express,Lokmanyatilak T,Kochuveli
316,1205,Ltt Kop Special,Lokmanyatilak T,C Shahumharaj T
317,1001,Ltt Krmi Ac Special,Lokmanyatilak T,Karmali
318,22115,Ltt Krmi Ac Superfast,Lokmanyatilak T,Karmali
319,12519,Ltt Kyq Ac Express,Lokmanyatilak T,Kamakhya
320,22519,Ltt Kyq Superfast Special,Lokmanyatilak T,Kamakhya
321,2111,Ltt Lko Ac Special,Lokmanyatilak T,Lucknow Nr
322,125,Ltt Madgaon Special,Lokmanyatilak T,Madgaon
323,12117,Ltt Manmad Express,Lokmanyatilak T,Manmad Junction
324,2113,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon
325,1007,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon
326,1229,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon
327,111,Ltt Mao Special,Lokmanyatilak T,Madgaon
328,1091,Ltt Mao Special,Lokmanyatilak T,Madgaon
329,1061,Ltt Mau Special,Lokmanyatilak T,Mau Junction
330,1057,Ltt Mfp Special,Lokmanyatilak T,Muzaffarpur Junction
331,1421,Ltt Nagpur Special,Lokmanyatilak T,Nagpur
332,1097,Ltt Nagpur Special,Lokmanyatilak T,Nagpur
333,11011,Ltt Nanded Express,Lokmanyatilak T,Nanded
334,11205,Ltt Nzb Express,Lokmanyatilak T,Nizamabad
335,22109,Ltt Nzm Ac Express,Lokmanyatilak T,H Nizamuddin
336,2109,Ltt Nzm Ac Special,Lokmanyatilak T,H Nizamuddin
337,1053,Ltt Patna S Special,Lokmanyatilak T,Patna Junction
338,3256,Ltt Patna Special,Lokmanyatilak T,Patna Junction
339,2046,Ltt Premium Special,Karmali,Lokmanyatilak T
340,22865,Ltt Puri Superfast Express,Lokmanyatilak T,Puri
341,12145,Ltt Puri Superfast Express,Lokmanyatilak T,Puri
342,13202,Ltt Rjpb Express,Lokmanyatilak T,Rjndr Ngr Bihar
343,115,Ltt Rn Special,Lokmanyatilak T,Ratnagiri
344,2219,Ltt Sc Superfast Special,Lokmanyatilak T,Secunderabad Junction
345,18029,Ltt Shalimar Express,Lokmanyatilak T,Shalimar
346,12143,Ltt Sln Superfast Express,Lokmanyatilak T,Sultanpur
347,1073,Ltt Src Superfast Special,Lokmanyatilak T,Santragachi Junction
348,8059,Ltt Src Superfast Special,Lokmanyatilak T,Santragachi Junction
349,8069,Ltt Src Special,Lokmanyatilak T,Santragachi Junction
350,1067,Ltt Ten Special,Lokmanyatilak T,Tirunelveli
351,18520,Ltt Vskp Express,Lokmanyatilak T,Vishakapatnam
352,22848,Ltt Vskp Superfast Express,Lokmanyatilak T,Vishakapatnam
353,22820,Ltt Vskp Superfast Express,Lokmanyatilak T,Vishakapatnam
354,1029,Lttvlnk Special,Lokmanyatilak T,Vellankanni
355,16093,Lucknow Express,Chennai Central,Lucknow Nr
356,12230,Lucknow Mail,New Delhi,Lucknow Nr
357,12229,Lucknow Mail,Lucknow Nr,New Delhi
358,9013,Lucknow Premium,Bandra Terminus,Lucknow Ne
359,12107,Lucknow Superfast Express,Lokmanyatilak T,Lucknow Ne
360,12121,M P Sampark Kranti,Jabalpur,H Nizamuddin
361,12122,M P Sampark Kranti,H Nizamuddin,Jabalpur
362,17050,Machiliptnm Express,Secunderabad Junction,Machelipatnam
363,17250,Machiliptnm Express,Secunderabad Junction,Machelipatnam
364,6003,Madgaon Express,Chennai Central,Madgaon
365,9534,Madgaon Superfast Special,Hapa,Madgaon
366,10215,Madgaon Ers Express,Madgaon,Eranakulam Junction
367,6001,Madgaon Express,Chennai Central,Madgaon
368,22636,Madgaon Express,Mangalore Cntl,Madgaon
369,10216,Madgaon Express,Eranakulam Junction,Madgaon
370,56640,Madgaon Passenger,Mangalore Cntl,Madgaon
371,16054,Madras Express,Tirupati,Chennai Central
372,11043,Madurai Express,Lokmanyatilak T,Madurai Junction
373,12793,Madurai Express,Chennai Egmore,Madurai Junction
374,22623,Madurai Express,Chennai Egmore,Madurai Junction
375,56701,Madurai Passenger,Punalur,Madurai Junction
376,12402,Magadh Express,New Delhi,Islampur
377,12401,Magadh Express,Islampur,New Delhi
378,12397,Mahabodhi Express,Gaya Junction,New Delhi
379,12398,Mahabodhi Express,New Delhi,Gaya Junction
380,12189,Mahakaushal Express,Jabalpur,H Nizamuddin
381,12190,Mahakoshal Express,H Nizamuddin,Jabalpur
382,17412,Mahalaxmi Express,C Shahumharaj T,Mumbai Cst
383,17411,Mahalaxmi Express,Mumbai Cst,C Shahumharaj T
384,22417,Mahamana Express,Varanasi Junction,New Delhi
385,22418,Mahamana Express,New Delhi,Varanasi Junction
386,11093,Mahanagari Express,Mumbai Cst,Varanasi Junction
387,11094,Mahanagari Express,Varanasi Junction,Mumbai Cst
388,15483,Mahananda Express,Alipur Duar Junction,Delhi
389,15484,Mahananda Express,Delhi,Alipur Duar Junction
390,11040,Maharashtra Express,Gondia Junction,Solapur Junction
391,11039,Maharashtra Express,C Shahumharaj T,Gorakhpur Junction
392,12945,Mahuva Express,Surat,Bhavnagar Trmus
393,19025,Mahuva Express,Surat,Bhavnagar Trmus
394,16232,Mailaduturai Express,Mysore Junction,Mayiladuturai J
395,13108,Maitree Express,Kolkata,Dhaca Cantt
396,13110,Maitree Express,Dhaka,Kolkata
397,13109,Maitree Express,Kolkata,Dhaca Cantt
398,16629,Malabar Express,Trivandrum Cntl,Mangalore Cntl
399,16630,Malabar Express,Mangalore Cntl,Trivandrum Cntl
400,14662,Malani Express,Barmer,Delhi
401,12919,Malwa Express,Indore Junction Bg,Jammu Tawi
402,12920,Malwa Express,Jammu Tawi,Indore Junction Bg
403,6194,Manamadurai Express,Sengottai,Manamadurai Junction
404,12461,Mandor Express,Delhi,Jodhpur Junction
405,12462,Mandor Express,Jodhpur Junction,Delhi
406,10104,Mandovi Express,Madgaon,Mumbai Cst
407,10103,Mandovi Express,Mumbai Cst,Madgaon
408,12537,Manduadih Express,Muzaffarpur Junction,Manduadih
409,12617,Mangala Ldweep,Eranakulam Junction,H Nizamuddin
410,16855,Mangalore Express,Puducherry,Mangalore Cntl
411,16347,Mangalore Express,Trivandrum Cntl,Mangalore Cntl
412,16857,Mangalore Express,Puducherry,Mangalore Cntl
413,12133,Mangalore Express,Mumbai Cst,Mangalore Junction
414,6015,Mangalore Express,Chennai Central,Mangalore Cntl
415,6304,Mangalore Express,Nagercoil Junction,Mangalore Junction
416,12685,Mangalore Express,Chennai Central,Mangalore Cntl
417,12601,Mangalore Mail,Chennai Central,Mangalore Cntl
418,16565,Mangaloreexp,Yesvantpur Junction,Mangalore Cntl
419,12118,Manmad Ltt Express,Manmad Junction,Lokmanyatilak T
420,16179,Mannai Express,Chennai Egmore,Mannargudi
421,16180,Mannai Express,Mannargudi,Chennai Egmore
422,2907,Mao Hapa Express,Madgaon,Hapa
423,1008,Mao Ltt Ac Special,Madgaon,Lokmanyatilak T
424,9415,Mao Adi Special,Madgaon,Ahmedabad Junction
425,9010,Mao Bdts Special,Madgaon,Bandra Terminus
426,1052,Mao Cstm Special,Madgaon,Mumbai Cst
427,11085,Mao Doubledeckr,Lokmanyatilak T,Madgaon
428,1045,Mao Ganpati Special,Lokmanyatilak T,Madgaon
429,22907,Mao Hapa Superfast Express,Madgaon,Hapa
430,1230,Mao Ltt Ac Special,Madgaon,Lokmanyatilak T
431,112,Mao Ltt Special,Madgaon,Lokmanyatilak T
432,126,Mao Ltt Special,Madgaon,Lokmanyatilak T
433,114,Mao Ltt Special,Madgaon,Lokmanyatilak T
434,56641,Mao Maq Passenger,Madgaon,Mangalore Cntl
435,6002,Mao Mas Special,Madgaon,Chennai Central
436,2455,Mao Ndls Ac Special,Madgaon,New Delhi
437,16860,Maq Chennai Express,Mangalore Cntl,Chennai Egmore
438,22635,Maq Intercity E,Madgaon,Mangalore Cntl
439,7605,Maq Kcg Express,Mangalore Cntl,Kacheguda
440,17605,Maq Kcg Express,Mangalore Cntl,Kacheguda
441,22851,Maq Vivek Express,Santragachi Junction,Mangalore Cntl
442,17688,Marathwada Express,Dharmabad,Manmad Junction
443,17687,Marathwada Ps E,Manmad Junction,Dharmabad
444,12978,Maru Sagar Express,Ajmer Junction,Eranakulam Junction
445,12977,Maru Sagar Express,Eranakulam Junction,Ajmer Junction
446,14865,Marudhar Express,Varanasi Junction,Jodhpur Junction
447,14853,Marudhar Express,Varanasi Junction,Jodhpur Junction
448,14864,Marudhar Express,Jodhpur Junction,Varanasi Junction
449,14863,Marudhar Express,Varanasi Junction,Jodhpur Junction
450,14866,Marudhar Express,Jodhpur Junction,Varanasi Junction
451,14854,Marudhar Express,Jodhpur Junction,Varanasi Junction
452,19419,Mas Adi Express,Chennai Central,Ahmedabad Junction
453,12375,Mas Asn Express,Chennai Central,Asansol Junction
454,6625,Mas Cbe Express,Chennai Central,Coimbatore Junction
455,605,Mas Cbe Premium,Chennai Central,Coimbatore Junction
456,603,Mas Cbe Premium,Chennai Central,Coimbatore Junction
457,22626,Mas Double Deck,Bangalore Cy Junction,Chennai Central
458,12270,Mas Duronto Express,H Nizamuddin,Chennai Central
459,22206,Mas Duronto Express,Madurai Junction,Chennai Central
460,12612,Mas Garib Rath,H Nizamuddin,Chennai Central
461,6027,Mas Garibrath S,Pune Junction,Chennai Central
462,7313,Mas Hubli Express,Chennai Central,Hubli Junction
463,17313,Mas Hubli Express,Chennai Central,Hubli Junction
464,2842,Mas Hwh Premium,Chennai Central,Howrah Junction
465,6337,Mas Kcvl Express,Chennai Central,Kochuveli
466,6005,Mas Ncj Express,Chennai Central,Nagercoil Junction
467,22611,Mas Njp Express,Chennai Central,New Jalpaiguri
468,16003,Mas Nsl Express,Chennai Central,Nagarsol
469,22860,Mas Puri Express,Chennai Central,Puri
470,6019,Mas Rmm Express,Chennai Central,Rameswaram
471,22826,Mas Shm Express,Chennai Central,Shalimar
472,22808,Mas Src Ac Express,Chennai Central,Santragachi Junction
473,2808,Mas Src Express,Chennai Central,Santragachi Junction
474,6063,Mas Srr Superfast Express,Chennai Central,Shoranur Junction
475,17311,Mas Vasco Express,Chennai Central,Vasco Da Gama
476,12620,Matsyaganda Express,Mangalore Cntl,Lokmanyatilak T
477,12619,Matsyagandha Express,Lokmanyatilak T,Mangalore Cntl
478,15025,Mau Anvt Express,Mau Junction,Anand Vihar Trm
479,12492,Maur Dhawaj Express,Jammu Tawi,Muzaffarpur Junction
480,15027,Maurya Express,Hatia,Gorakhpur Junction
481,15028,Maurya Express,Gorakhpur Junction,Hatia
482,16604,Maveli Express,Trivandrum Cntl,Mangalore Cntl
483,16603,Maveli Express,Mangalore Cntl,Trivandrum Cntl
484,53046,Mayurakshi F Pa,Rampur Hat,Howrah Junction
485,53045,Mayurakshi F Pa,Howrah Junction,Rampur Hat
486,14890,Mbf Bgkt Express,Munabao,Bhagat Ki Kothi
487,29019,Mds Kota Mtc Express,Mandasor,Meerut City
488,22205,Mdu Duronto Express,Chennai Central,Madurai Junction
489,9724,Mdu Jp Premium,Madurai Junction,Jaipur
490,12964,Mewar Express,Udaipur City,H Nizamuddin
491,12963,Mewar Express,H Nizamuddin,Udaipur City
492,52927,Mewar Fast Passenger,Udaipur City,Ahmedabad Mg
493,52928,Mewar Fast Passenger,Ahmedabad Mg,Udaipur City
494,3556,Mfp Asn Special,Muzaffarpur Junction,Asansol Junction
495,3572,Mfp Asn Special,Muzaffarpur Junction,Asansol Junction
496,9040,Mfp Bdts Special,Muzaffarpur Junction,Bandra Terminus
497,5232,Mfp Bju Special,Muzaffarpur Junction,Barauni Junction
498,15001,Mfp Ddn Express,Muzaffarpur Junction,Dehradun
499,12212,Mfp Garib Rath,Anand Vihar Trm,Muzaffarpur Junction
500,4315,Mfp Hw Special,Muzaffarpur Junction,Haridwar Junction
501,5226,Mfp Koaa Special,Muzaffarpur Junction,Kolkata
502,11062,Mfp Ltt Express,Muzaffarpur Junction,Lokmanyatilak T
503,19054,Mfp St Express,Muzaffarpur Junction,Surat
504,4975,Mfp Svdk Special,Muzaffarpur Junction,Shmata V D Ktra
505,15228,Mfp Ypr Express,Muzaffarpur Junction,Yesvantpur Junction
506,52993,Mhow Ak Fast Passenger,Mhow,Akola Junction
507,12908,Mhrst Sampark K E,H Nizamuddin,Bandra Terminus
508,11047,Miraj Ubl Express,Miraj Junction,Hubli Junction
509,13022,Mithila Express,Raxual Junction,Howrah Junction
510,13021,Mithila Express,Howrah Junction,Raxual Junction
511,13156,Mithilanchal Express,Sitamarhi,Kolkata
512,13155,Mithilanchal Express,Kolkata,Sitamarhi
513,53050,Mka Hwh Passenger,Mokameh Junction,Howrah Junction
514,2447,Mkp Nzm Special,Manikpur Junction,H Nizamuddin
515,3443,Mldt Anvr Special,Malda Town,Anand Vihar
516,13429,Mldt Anvt Express,Malda Town,Anand Vihar Trm
517,13418,Mldt Dgha Express,Malda Town,Digha Flag Stn
518,53004,Mldt Hwh Fast Passenger,Malda Town,Howrah Junction
519,13012,Mldt Hwh Intercity Express,Malda Town,Howrah Junction
520,13415,Mldt Pnbe Express,Malda Town,Patna Junction
521,3445,Mldt Rnc Special,Malda Town,Ranchi
522,13425,Mldt St Express,Malda Town,Surat
523,51402,Mmr Pune Passenger,Manmad Junction,Pune Junction
524,12618,Mngla Lksdp Express,H Nizamuddin,Eranakulam Junction
525,12491,Mour Dhwaj Express,Muzaffarpur Junction,Jammu Tawi
526,16864,Mq Bgkt Express,Mannargudi,Bhagat Ki Kothi
527,22146,Mrj Pvr Superfast Express,Miraj Junction,Pandharpur
528,6520,Mrj Ypr Special,Miraj Junction,Yesvantpur Junction
529,6518,Mrj Ypr Special,Miraj Junction,Yesvantpur Junction
530,6041,Ms Cbe Express,Chennai Egmore,Coimbatore Junction
531,12390,Ms Gaya Express,Chennai Egmore,Gaya Junction
532,16127,Ms Guruvayur Express,Chennai Egmore,Guruvayur
533,16125,Ms Jodhpur Express,Chennai Egmore,Jodhpur Junction
534,16859,Ms Mangalore Express,Chennai Egmore,Mangalore Cntl
535,6351,Ms Ncj Express,Chennai Egmore,Nagercoil Junction
536,611,Ms Ncj Premium,Chennai Egmore,Nagercoil Junction
537,11063,Ms Salem Express,Chennai Egmore,Metur Dam
538,607,Ms Ten Premium,Chennai Egmore,Tirunelveli
539,609,Ms Ten Premium,Chennai Egmore,Tirunelveli
540,16129,Ms Tn Link Express,Chennai Egmore,Tuticorin
541,6061,Ms Tpj Superfast Express,Chennai Egmore,Tiruchchirapali
542,4704,Mtd Bkn Special,Merta Road Junction,Bikaner Junction
543,15108,Mtj Cpr Express,Mathura Junction,Chhapra
544,2403,Mtj Jp Special,Mathura Junction,Jaipur
545,17049,Mtm Sc Express,Machelipatnam,Secunderabad Junction
546,17249,Mtm Sc Express,Machelipatnam,Secunderabad Junction
547,7049,Mtm Sc Special,Machelipatnam,Secunderabad Junction
548,17402,Mtm Tpty Express,Machelipatnam,Tirupati
549,57229,Mtm Vskp Passenger,Machelipatnam,Vishakapatnam
550,6135,Mtp Onr Passenger,Metupalaiyam,Coonoor
551,56136,Mtp Uam Passenger,Metupalaiyam,Udagamandalam
552,17025,Mugr Sc Express,Manuguru,Secunderabad Junction
553,12751,Mugr Sc Express,Manuguru,Secunderabad Junction
554,12228,Mumbai Duronto,Indore Junction Bg,Mumbai Central
555,12134,Mumbai Express,Mangalore Junction,Mumbai Cst
556,17032,Mumbai Express,Hyderabad Decan,Mumbai Cst
557,11042,Mumbai Express,Chennai Central,Mumbai Cst
558,16340,Mumbai Express,Nagercoil Junction,Mumbai Cst
559,16332,Mumbai Express,Trivandrum Cntl,Mumbai Cst
560,12187,Mumbai Garibrat,Jabalpur,Mumbai Cst
561,21028,Mumbai Mail,Solapur Junction,Gondia Junction
562,11028,Mumbai Mail,Chennai Central,Mumbai Cst
563,12951,Mumbai Rajdhani,Mumbai Central,New Delhi
564,12952,Mumbai Rajdhani,New Delhi,Mumbai Central
565,18102,Muri Express,Jammu Tawi,Tatanagar Junction
566,24042,Mussoorie Express,Kotdwara,Delhi S Rohilla
567,14042,Mussoorie Express,Dehradun,Delhi S Rohilla
568,14041,Mussoorie Express,Delhi S Rohilla,Kotdwara
569,15111,Muv Intercity,Chhapra,Manduadih
570,15103,Muv Intercity,Gorakhpur Junction,Manduadih
571,15007,Muv Ljn Express,Manduadih,Lucknow Ne
572,12538,Muv Mfp Express,Manduadih,Muzaffarpur Junction
573,15120,Muv Rmm Express,Manduadih,Rameswaram
574,15227,Muzaffarpur Express,Yesvantpur Junction,Muzaffarpur Junction
