Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude
672,Asahi Kasei,19,0.7,16.9,9.2,Japan,Asia,36.204824,138.252924
674,Yanzhou Coal Mining,9.2,1,18,11.8,China,Asia,35.86166,104.195397
675,Henderson Land,2,2.6,33.9,15.1,Hong Kong,Asia,22.396428,114.109497
675,Nucor,19.4,0.5,14.2,14.8,USA,North America,37.09024,-95.712891
678,Axis Bank,5.3,0.8,55.8,11.6,India,Asia,20.593684,78.96288
679,Delphi Automotive,15.5,1.1,10.2,13.6,UK,Europe,55.378051,-3.435973
680,Stanley Black & Decker,10.2,0.9,15.8,13,USA,North America,37.09024,-95.712891
681,PGE,9.4,1,18.8,10.5,Poland,Europe,51.919438,19.145136
682,NKSJ Holdings,30.9,-1.1,105.2,9.4,Japan,Asia,36.204824,138.252924
683,Fuji Heavy Industries,18.3,0.5,16.4,12.9,Japan,Asia,36.204824,138.252924
684,Deutsche Boerse,2.8,0.8,285.5,12.5,Germany,Europe,51.165691,10.451526
685,Telekom Indonesia,8,1.3,11.5,21.4,Indonesia,Asia,-0.789275,113.921327
685,Idemitsu Kosan,52.1,0.8,32.4,3.5,Japan,Asia,36.204824,138.252924
687,Liberty Global,10.3,0.3,38.3,17.8,USA,North America,37.09024,-95.712891
688,Sekisui House,20,0.6,16.9,9.4,Japan,Asia,36.204824,138.252924
689,Nokia,39.8,-4.1,37.8,12.5,Finland,Europe,61.92411,25.748151
690,Metro Group,88,0,45.8,9.3,Germany,Europe,51.165691,10.451526
691,National Bank of Abu Dhabi,3.1,1.1,81.8,12.4,United Arab Emirates,Asia,23.424076,53.847818
692,Lenovo Group,29.6,0.5,15.5,10.4,China,Asia,35.86166,104.195397
692,National Bank of Kuwait,2.5,1.1,58.4,14.6,Kuwait,Asia,29.31166,47.481766
694,San Miguel,16.6,0.7,25.1,7,Philippines,Asia,12.879721,121.774017
695,Samsung C&T,23.8,0.4,24.2,8.5,South Korea,Asia,35.907757,127.766922
696,MegaFon,8.8,1.2,11.5,17.6,Russia,Europe,61.52401,105.318756
697,Bombardier,16.8,0.6,25.8,7.3,Canada,North America,56.130366,-106.346771
698,"Becton, Dickinson",7.8,1.5,11.6,17.9,USA,North America,37.09024,-95.712891
699,Celgene,5.5,1.5,11.7,47.1,USA,North America,37.09024,-95.712891
700,British Sky Broadcasting,10.7,1.4,8.6,21.6,UK,Europe,55.378051,-3.435973
701,KPN,16.4,0.9,27.2,5.5,The Netherlands,Europe,52.132633,5.291266
702,DTE Energy,8.8,0.6,26.3,11.4,USA,North America,37.09024,-95.712891
703,Fortescue Metals Group,7,1.6,14.9,13.2,Australia,Oceania,-25.274398,133.775136
704,ConAgra Foods,13.8,0.7,12.5,14.4,USA,North America,37.09024,-95.712891
705,Gap,15.7,1.1,7.5,17.5,USA,North America,37.09024,-95.712891
706,RusHydro,11.3,1,25.3,6.9,Russia,Europe,61.52401,105.318756
707,VF,10.9,1.1,9.6,18.2,USA,North America,37.09024,-95.712891
708,CME Group,2.9,0.9,38.9,21.1,USA,North America,37.09024,-95.712891
709,XL Group,7.2,0.7,45.4,9,Ireland,Europe,53.41291,-8.24389
710,CSR,14.1,0.6,16.8,9.9,China,Asia,35.86166,104.195397
711,VakifBank,6.3,0.8,60.6,7.9,Turkey,Europe,38.963745,35.243322
712,ALFA,15.6,0.7,11.8,12.7,Mexico,North America,23.634501,-102.552784
713,Noble Group,94,0.5,19.7,6.2,Hong Kong,Asia,22.396428,114.109497
713,Fast Retailing,11.8,0.9,7.5,32.6,Japan,Asia,36.204824,138.252924
713,Novolipetsk Steel,12.2,0.6,18.5,10.7,Russia,Europe,61.52401,105.318756
716,Li & Fung,20.2,0.6,12,11.5,Hong Kong,Asia,22.396428,114.109497
717,Punjab National Bank,8.2,1,92.3,5,India,Asia,20.593684,78.96288
718,Symantec,6.8,1.1,14,16.9,USA,North America,37.09024,-95.712891
719,Motorola Solutions,8.7,0.9,12.7,17.1,USA,North America,37.09024,-95.712891
720,Northern Trust,4.2,0.7,97.5,13,USA,North America,37.09024,-95.712891
721,KeyCorp,4.7,0.9,89.2,9.3,USA,North America,37.09024,-95.712891
722,Chubu Electric Power,29.6,-1.1,65.8,9,Japan,Asia,36.204824,138.252924
724,New World Development,4.6,1.3,36.8,10.7,Hong Kong,Asia,22.396428,114.109497
725,Genting,5.6,1.4,21.5,11.6,Malaysia,Asia,4.210484,101.975766
725,Severstal,14.1,0.8,15.7,8.7,Russia,Europe,61.52401,105.318756
727,Bank of Baroda,6.8,1,89.8,5.5,India,Asia,20.593684,78.96288
728,Anhui Conch Cement,7.2,1,14,15.9,China,Asia,35.86166,104.195397
729,Luxottica Group,9.3,0.7,10.9,23.7,Italy,Europe,41.87194,12.56738
730,LG Electronics,45.3,0.1,29.6,11.6,South Korea,Asia,35.907757,127.766922
731,RSA Insurance Group,14.4,0.6,33.4,6.3,UK,Europe,55.378051,-3.435973
732,Technip,10.8,0.7,14.9,11.8,France,Europe,46.227638,2.213749
734,BRF-Brasil Foods,13.9,0.4,24.3,10.4,Brazil,South America,-14.235004,-51.92528
735,Krung Thai Bank,4.1,0.8,73.7,12.4,Thailand,Asia,15.870032,100.992541
736,United Continental Holdings,37.2,-0.7,37.6,10.3,USA,North America,37.09024,-95.712891
737,Industries Qatar,5.1,2.3,11,26.5,Qatar,Asia,25.354826,51.183884
738,Osaka Gas,15.6,0.5,17.9,8.7,Japan,Asia,36.204824,138.252924
739,Asahi Glass,14.9,0.5,21.9,7.8,Japan,Asia,36.204824,138.252924
740,China Yangtze Power,3.3,1.2,25.2,19.4,China,Asia,35.86166,104.195397
741,West Japan Railway,15.6,0.4,30.6,9.2,Japan,Asia,36.204824,138.252924
742,SCOR,13.4,0.6,43,5.8,France,Europe,46.227638,2.213749
743,ASML Holding,6.2,1.5,9.7,28.9,The Netherlands,Europe,52.132633,5.291266
744,Newcrest Mining,4.5,1.1,20.8,17.5,Australia,Oceania,-25.274398,133.775136
744,Daikin Industries,14.7,0.5,14,12.5,Japan,Asia,36.204824,138.252924
746,Tyson Foods,33.4,0.6,11.9,8.7,USA,North America,37.09024,-95.712891
747,Samba Financial Group,2,1.2,53.1,10.8,Saudi Arabia,Asia,23.885942,45.079162
748,Biogen Idec,5.5,1.4,10.1,41.8,USA,North America,37.09024,-95.712891
749,Tokyu,13.2,0.4,23.8,9.3,Japan,Asia,36.204824,138.252924
750,Grupo ACS,50.7,-2.5,51.5,7.7,Spain,Europe,40.463667,-3.74922
751,NRG Energy,8.4,0.6,35.1,8.4,USA,North America,37.09024,-95.712891
752,Reynolds American,4.4,1.3,16.6,23.8,USA,North America,37.09024,-95.712891
753,Pearson,8.2,0.5,18.1,14.9,UK,Europe,55.378051,-3.435973
754,Couche Tard,33,0.5,10.5,10.2,Canada,North America,56.130366,-106.346771
755,Bunge,61,0.1,24.1,11.1,Bermuda,North America,32.321384,-64.75737
756,Seadrill,4.5,1.1,19.6,17.6,Bermuda,North America,32.321384,-64.75737
756,Atlantia,4.4,1,40.1,10.6,Italy,Europe,41.87194,12.56738
756,Antofagasta,6.7,1,12.9,16.1,UK,Europe,55.378051,-3.435973
759,Kansai Electric Power,34,-2.9,86.7,7,Japan,Asia,36.204824,138.252924
759,Magnit,14.4,0.8,5.5,18.8,Russia,Europe,61.52401,105.318756
759,Marks & Spencer,15.9,0.8,11.6,9.1,UK,Europe,55.378051,-3.435973
762,S-Oil,30.8,0.5,11.7,9.4,South Korea,Asia,35.907757,127.766922
763,Northeast Utilities,6.3,0.5,28.3,13.4,USA,North America,37.09024,-95.712891
764,Formosa Petrochemical,30.2,0.1,15.4,26.5,Taiwan,Asia,23.69781,120.960515
765,First Gulf Bank,2.6,1.1,47.7,11.1,United Arab Emirates,Asia,23.424076,53.847818
766,Grupa PZU,6.3,1,18.1,11.3,Poland,Europe,51.919438,19.145136
766,Tesoro,33,0.7,10.7,7.8,USA,North America,37.09024,-95.712891
768,Devon Energy,9.5,-0.2,43.3,23.6,USA,North America,37.09024,-95.712891
769,Grupo Modelo,7.2,1,9.6,29,Mexico,North America,23.634501,-102.552784
770,Bharat Heavy Electicals,9.4,1.4,12.9,9,India,Asia,20.593684,78.96288
771,Southwest Airlines,17.1,0.4,18.6,9,USA,North America,37.09024,-95.712891
772,Edison International,11.9,-0.1,44.4,16.6,USA,North America,37.09024,-95.712891
773,Hyundai Steel,13.3,0.7,21.4,6.3,South Korea,Asia,35.907757,127.766922
774,Sinohydro Group,18,0.6,25.8,5.5,China,Asia,35.86166,104.195397
775,Fairfax Financial,8,0.5,36.9,8.2,Canada,North America,56.130366,-106.346771
776,Safeway,44.2,0.6,14.7,6,USA,North America,37.09024,-95.712891
777,EstÃ©e Lauder Cos,10,0.9,7.2,24.5,USA,North America,37.09024,-95.712891
778,Cemex,15.3,-0.9,35.9,13.6,Mexico,North America,23.634501,-102.552784
779,Zoomlion Heavy Industry,7.6,1.2,13.8,10.5,China,Asia,35.86166,104.195397
780,Republic Services,8.1,0.6,19.6,11.5,USA,North America,37.09024,-95.712891
781,LG Corp,8.7,0.8,15.1,10.2,South Korea,Asia,35.907757,127.766922
782,Chesapeake Energy,12.3,-0.8,41.6,15,USA,North America,37.09024,-95.712891
783,Country Garden Holdings,6.6,1.1,21.9,8.2,China,Asia,35.86166,104.195397
784,Akzo Nobel,20.3,-2.9,22.6,16.2,The Netherlands,Europe,52.132633,5.291266
785,KGHM Polska Miedz,8.7,1.6,10.7,10.7,Poland,Europe,51.919438,19.145136
786,Pgnig Group,8.8,0.7,15.5,11,Poland,Europe,51.919438,19.145136
787,Broadcom,8,0.7,11.2,19.7,USA,North America,37.09024,-95.712891
788,Infosys,6.6,1.6,7.5,30.5,India,Asia,20.593684,78.96288
789,Citic Pacific,12,0.9,31.9,4.7,Hong Kong,Asia,22.396428,114.109497
790,Sistema,30,0.2,43.7,8.1,Russia,Europe,61.52401,105.318756
791,Noble Energy,4.2,1,17.6,20.8,USA,North America,37.09024,-95.712891
792,Mobily,6.3,1.6,10.3,16.3,Saudi Arabia,Asia,23.885942,45.079162
792,Cameron International,8.5,0.8,11.2,16.5,USA,North America,37.09024,-95.712891
794,Alcoa,23.7,0.2,40.2,9.2,USA,North America,37.09024,-95.712891
795,Samsung Heavy Industries,12.9,0.7,15.6,7.5,South Korea,Asia,35.907757,127.766922
796,Credicorp,3.6,0.8,41,12.7,Peru,South America,-9.189967,-75.015152
797,IDGC Holding,19.7,0.7,27.3,2.6,Russia,Europe,61.52401,105.318756
798,Citic Securities,2.2,0.7,27,23.1,China,Asia,35.86166,104.195397
799,GD Power Development,8,0.6,29.2,8,China,Asia,35.86166,104.195397
800,China Resources Enterprise,16.3,0.5,16.4,7.6,Hong Kong,Asia,22.396428,114.109497
801,Bank of East Asia,3.7,0.8,89.3,9,Hong Kong,Asia,22.396428,114.109497
802,Turk Telekom,7.1,1.5,9.5,15,Turkey,Europe,38.963745,35.243322
803,L-3 Communications,13.1,0.8,13.8,7.3,USA,North America,37.09024,-95.712891
804,Agilent Technologies,6.9,1.1,10.7,14.9,USA,North America,37.09024,-95.712891
805,Allergan,5.8,1.1,9.2,32.7,USA,North America,37.09024,-95.712891
806,AES,18.1,-0.9,41.8,9.3,USA,North America,37.09024,-95.712891
807,Axiata Group,5.8,0.8,14,17.2,Malaysia,Asia,4.210484,101.975766
808,Allied Irish Banks,4.6,-4.8,161.5,50,Ireland,Europe,53.41291,-8.24389
809,TRW Automotive Holdings,16.4,1,10.9,7.1,USA,North America,37.09024,-95.712891
810,DaVita,8.2,0.5,16,12.5,USA,North America,37.09024,-95.712891
811,HCP,1.9,0.8,19.9,22.1,USA,North America,37.09024,-95.712891
812,Wipro,7.3,1.1,8.5,20.1,India,Asia,20.593684,78.96288
813,Riyad Bank,2.1,0.9,50.7,9.1,Saudi Arabia,Asia,23.885942,45.079162
814,All Nippon Airways,17.1,0.3,23.5,7.8,Japan,Asia,36.204824,138.252924
816,Mahindra & Mahindra,10.9,0.6,12.5,10.5,India,Asia,20.593684,78.96288
818,Grupo Inbursa,3.6,0.7,26.2,18.5,Mexico,North America,23.634501,-102.552784
819,Oi,12.3,0.4,14.7,19.2,Brazil,South America,-14.235004,-51.92528
820,Cognizant Technology,7.3,1.1,6.5,23.6,USA,North America,37.09024,-95.712891
821,Federal Grid of UES,4.3,1.5,36.2,7.2,Russia,Europe,61.52401,105.318756
822,Sumitomo Metal Mining,10.2,0.8,13.9,8,Japan,Asia,36.204824,138.252924
823,CF Industries Holdings,6.1,1.8,10.2,12.8,USA,North America,37.09024,-95.712891
824,LG Display,26.1,0.2,23,10.4,South Korea,Asia,35.907757,127.766922
825,Bed Bath & Beyond,10.2,1,6.4,13.8,USA,North America,37.09024,-95.712891
826,Unipol Gruppo,17.8,0.3,109.7,1.8,Italy,Europe,41.87194,12.56738
827,Mega Financial Holding,2,0.6,86.4,9.7,Taiwan,Asia,23.69781,120.960515
828,Hanwha Life Insurance,9.4,0.5,61,5.3,South Korea,Asia,35.907757,127.766922
828,Whirlpool,18.1,0.4,15.4,9.1,USA,North America,37.09024,-95.712891
830,Metallurgical Corp of China,34.1,-1.1,56.2,5.9,China,Asia,35.86166,104.195397
830,Ajinomoto,14.5,0.5,13.2,8.7,Japan,Asia,36.204824,138.252924
832,Skanska,19.9,0.4,13.4,8,Sweden,Europe,60.128161,18.643501
833,Dover,8.1,0.8,10.4,12.9,USA,North America,37.09024,-95.712891
834,Stora Enso,14.3,0.6,17.9,5.7,Finland,Europe,61.92411,25.748151
835,Resolution,17.6,-0.1,207.5,5.7,UK,Europe,55.378051,-3.435973
836,CPFL Energia,7.7,0.6,15.2,10.4,Brazil,South America,-14.235004,-51.92528
838,Priceline.com,5.3,1.4,6.6,35.6,USA,North America,37.09024,-95.712891
839,Tokyo Electric Power,64.6,-9.4,188.8,3.6,Japan,Asia,36.204824,138.252924
840,Eisai,7.8,0.7,11.7,13,Japan,Asia,36.204824,138.252924
841,ITC,5.2,1.2,5.9,44.1,India,Asia,20.593684,78.96288
843,Turkcell,5.9,1.2,10.5,14.8,Turkey,Europe,38.963745,35.243322
844,Textron,12.2,0.6,13,8.4,USA,North America,37.09024,-95.712891
845,Bank Hapoalim,5.1,0.7,100.8,5.9,Israel,Asia,31.046051,34.851612
846,DSM,12,0.4,15.3,11.4,The Netherlands,Europe,52.132633,5.291266
847,Equity Residential,2.1,0.8,17.2,20.2,USA,North America,37.09024,-95.712891
848,Shanghai Electric Group,12.1,0.4,18.3,8,China,Asia,35.86166,104.195397
849,Kone,8.3,0.8,6.5,20.5,Finland,Europe,61.92411,25.748151
850,Essilor International,6.6,0.8,9,24.1,France,Europe,46.227638,2.213749
851,Sany Heavy Industry,8.1,1.4,8.1,13,China,Asia,35.86166,104.195397
852,Mazda Motor,24.6,-1.3,23.2,9.5,Japan,Asia,36.204824,138.252924
853,Aluminium Corp of China,23.7,-1.3,28.7,8.4,China,Asia,35.86166,104.195397
854,Saudi British Bank,1.6,0.9,41.8,8.9,Saudi Arabia,Asia,23.885942,45.079162
855,Canadian Pacific Railway,5.7,0.5,14.8,22.1,Canada,North America,56.130366,-106.346771
857,CapitaLand,2.7,0.8,30.9,11.6,Singapore,Asia,1.352083,103.819836
858,Korea Gas,31.1,0.3,34.3,4.7,South Korea,Asia,35.907757,127.766922
859,China Southern Airlines,15.7,0.4,18.3,8,China,Asia,35.86166,104.195397
860,SJM Holdings,10.3,0.9,4.8,13.1,Hong Kong,Asia,22.396428,114.109497
861,Reinsurance Group of America,9.8,0.6,40.4,4.5,USA,North America,37.09024,-95.712891
862,Nikon,11.1,0.7,10.3,9.4,Japan,Asia,36.204824,138.252924
863,China CNR,14.2,0.5,15.4,7.2,China,Asia,35.86166,104.195397
864,CenterPoint Energy,7.5,0.4,22.9,10,USA,North America,37.09024,-95.712891
865,Intact Financial,7.2,0.6,19.9,8.4,Canada,North America,56.130366,-106.346771
866,Hankyu Hanshin Holdings,7.8,0.5,27.6,7.5,Japan,Asia,36.204824,138.252924
867,Asustek Computer,15.2,0.8,8.7,8.8,Taiwan,Asia,23.69781,120.960515
868,China Eastern Airlines,13.5,0.5,19.4,5.7,China,Asia,35.86166,104.195397
869,Discovery Communications,4.5,0.9,12.9,19,USA,North America,37.09024,-95.712891
870,NEC,36.7,-1.3,23.2,9.5,Japan,Asia,36.204824,138.252924
871,Power Assets Holdings,1.3,1.3,13.1,19.5,Hong Kong,Asia,22.396428,114.109497
872,AutoZone,8.7,1,6.7,14.1,USA,North America,37.09024,-95.712891
873,Dentsu,22.9,0.4,14.3,8,Japan,Asia,36.204824,138.252924
874,Fluor,27.6,0.5,8.3,10.5,USA,North America,37.09024,-95.712891
875,Amcor,12.5,0.4,11.5,11.9,Australia,Oceania,-25.274398,133.775136
876,Peugeot,73.1,-6.6,84.7,3,France,Europe,46.227638,2.213749
877,Banco Popular EspaÃ±ol,9.1,-3.2,203.2,7.8,Spain,Europe,40.463667,-3.74922
878,Hong Kong & China Gas,3.2,1,12.8,25,Hong Kong,Asia,22.396428,114.109497
879,VMware,4.6,0.7,10.6,35.9,USA,North America,37.09024,-95.712891
880,Zijin Mining Group,7.6,0.8,10.8,10.8,China,Asia,35.86166,104.195397
881,SKF Group,9.9,0.7,9.1,11.7,Sweden,Europe,60.128161,18.643501
882,Isetan Mitsukoshi Holdings,15,0.7,14.9,5.3,Japan,Asia,36.204824,138.252924
883,Dexia,26.6,-16.2,534.9,0.1,Belgium,Europe,50.503887,4.469936
884,Bank of Yokohama,3.6,0.6,155.1,7.1,Japan,Asia,36.204824,138.252924
884,Uralkali,3.2,1.1,12.7,22.8,Russia,Europe,61.52401,105.318756
886,Ricoh,23,-0.5,27.2,7.9,Japan,Asia,36.204824,138.252924
887,Belgacom,8.5,0.9,10.7,8.9,Belgium,Europe,50.503887,4.469936
888,L Brands,10.5,0.8,6.4,13,USA,North America,37.09024,-95.712891
889,Genworth Financial,10,0.3,113.3,5.2,USA,North America,37.09024,-95.712891
890,Sherwin-Williams,9.5,0.6,6.2,17.4,USA,North America,37.09024,-95.712891
891,Galaxy Entertainment,7.3,1,5.7,16.7,Hong Kong,Asia,22.396428,114.109497
892,RTL Group,7.7,0.8,10.4,11.5,Luxembourg,Europe,49.815273,6.129583
892,Assa Abloy,7.2,0.8,9.2,14.9,Sweden,Europe,60.128161,18.643501
894,Capgemini,13.5,0.5,12.6,8.1,France,Europe,46.227638,2.213749
895,Hindalco Industries,15.8,0.7,19.9,3.4,India,Asia,20.593684,78.96288
896,Suning Appliance,14.9,0.8,9.4,7.4,China,Asia,35.86166,104.195397
896,Chinatrust Financial,2.4,0.6,66.7,8.2,Taiwan,Asia,23.69781,120.960515
896,Oneok,12.6,0.4,15.9,9.2,USA,North America,37.09024,-95.712891
899,IntercontinentalExchange,1.4,0.6,37.2,11.7,USA,North America,37.09024,-95.712891
900,London Stock Exchange,1.1,0.8,163.6,5.7,UK,Europe,55.378051,-3.435973
901,Genuine Parts,13,0.6,6.8,11.7,USA,North America,37.09024,-95.712891
901,Leucadia National,9.2,0.9,9.3,9.9,USA,North America,37.09024,-95.712891
903,Formosa Plastics,7.4,0.5,11.8,15.3,Taiwan,Asia,23.69781,120.960515
904,Uni-President,14.5,0.4,11.6,9.5,Taiwan,Asia,23.69781,120.960515
905,OTP Bank,6.6,0.5,45.8,5.6,Hungary,Europe,47.162494,19.503304
906,Nordstrom,12.1,0.7,8.1,10.6,USA,North America,37.09024,-95.712891
907,China Steel,12.1,0.2,21.3,13.7,Taiwan,Asia,23.69781,120.960515
908,Vornado Realty,2.8,0.6,22,15.6,USA,North America,37.09024,-95.712891
909,Ross Stores,9.7,0.8,3.7,12.5,USA,North America,37.09024,-95.712891
910,Sabesp,5.5,1,12.8,10.5,Brazil,South America,-14.235004,-51.92528
911,WW Grainger,9,0.7,5,15.6,USA,North America,37.09024,-95.712891
912,International Airlines,23.9,-1.2,25.6,7.6,UK,Europe,55.378051,-3.435973
913,Computer Sciences,15.5,0.5,11.3,7.5,USA,North America,37.09024,-95.712891
914,Charoen Pokphand Foods,11.7,0.6,10.1,9,Thailand,Asia,15.870032,100.992541
915,SM Investments,5.3,0.6,13.6,16.6,Philippines,Asia,12.879721,121.774017
916,Mylan,6.8,0.6,11.9,12.1,USA,North America,37.09024,-95.712891
917,Whole Foods Market,12.2,0.5,5.1,16.1,USA,North America,37.09024,-95.712891
918,Grupo Televisa,5.4,0.7,12.6,14.9,Mexico,North America,23.634501,-102.552784
919,American Tower,2.9,0.6,14.1,29.9,USA,North America,37.09024,-95.712891
920,Canara Bank,6.7,0.7,74.4,3.5,India,Asia,20.593684,78.96288
922,Bank Negara Indonesia,3.2,0.7,34.6,9,Indonesia,Asia,-0.789275,113.921327
923,Evraz Group,16.4,0.5,17,5.4,UK,Europe,55.378051,-3.435973
924,Investec,5.8,0.4,82.1,6.5,UK,Europe,55.378051,-3.435973
925,Industrias PeÃ±oles,7.4,0.8,6.4,17.4,Mexico,North America,23.634501,-102.552784
926,Banque Saudi Fransi,1.6,0.8,42.1,7.4,Saudi Arabia,Asia,23.885942,45.079162
926,Campbell Soup,8.1,0.7,8.6,13.1,USA,North America,37.09024,-95.712891
928,Espirito Santo Financial,8.7,0.4,114.5,1.4,Luxembourg,Europe,49.815273,6.129583
929,Marriott International,11.8,0.6,6.3,12.6,USA,North America,37.09024,-95.712891
930,Beirsdorf,8,0.6,7.2,20.8,Germany,Europe,51.165691,10.451526
932,Secom,8.2,0.4,13.2,11.6,Japan,Asia,36.204824,138.252924
933,Daiwa Securities,5.1,-0.5,229.9,12,Japan,Asia,36.204824,138.252924
934,Kweichow Moutal,3.8,2.1,6.2,29.6,China,Asia,35.86166,104.195397
935,EletrobrÃ¡s,17.5,-3.5,84.1,5,Brazil,South America,-14.235004,-51.92528
936,AngloGold Ashanti,6.1,0.8,12.6,9.5,South Africa,Africa,-30.559482,22.937506
937,Formosa Chemicals,13.2,0.2,16,14.1,Taiwan,Asia,23.69781,120.960515
938,Antarchile,22.8,0.2,22.3,7.5,Chile,South America,-35.675147,-71.542969
939,Rexel,17.7,0.4,13.4,6.4,France,Europe,46.227638,2.213749
940,Jeronimo Martins,14,0.5,5.9,12.8,Portugal,Europe,39.399872,-8.224454
941,Petronas Chemicals,5.4,1.2,8.3,16.3,Malaysia,Asia,4.210484,101.975766
942,Inveco,4.2,0.7,17.5,12.8,Bermuda,North America,32.321384,-64.75737
943,Electrolux Group,16.9,0.4,11.2,8.1,Sweden,Europe,60.128161,18.643501
944,PartnerRe,5.6,1.1,23,5.4,Bermuda,North America,32.321384,-64.75737
944,Banco de Sabadell,8.5,0.1,213,6.6,Spain,Europe,40.463667,-3.74922
944,Best Buy,49.6,-0.2,16.8,7.2,USA,North America,37.09024,-95.712891
948,Everest Re Group,4.9,0.8,19.8,7.8,Bermuda,North America,32.321384,-64.75737
948,Onex,27.4,-0.1,36.3,5.3,Canada,North America,56.130366,-106.346771
948,Daiichi Sankyo,11.3,0.1,17.9,13.9,Japan,Asia,36.204824,138.252924
951,SK Hynix,9.6,-0.1,17.1,18,South Korea,Asia,35.907757,127.766922
952,Insurance Australia Group,9.2,0.2,25.4,12.4,Australia,Oceania,-25.274398,133.775136
952,Sinopharm Group,21.5,0.3,12.8,8,China,Asia,35.86166,104.195397
954,Chow Tai Fook Holdings,7.3,0.8,6.1,13.8,Hong Kong,Asia,22.396428,114.109497
955,Weyerhaeuser,7.1,0.4,12.6,16.6,USA,North America,37.09024,-95.712891
956,CSL,4.5,1,5.8,32,Australia,Oceania,-25.274398,133.775136
957,Banque Nationale de Belgique,2.4,1.2,165.8,1.4,Belgium,Europe,50.503887,4.469936
957,Great Wall Motor,6.6,0.9,6.8,14.3,China,Asia,35.86166,104.195397
959,Ryanair Holdings,5.8,0.7,12,10.7,Ireland,Europe,53.41291,-8.24389
960,Baidu,3.5,1.7,7.3,29.7,China,Asia,35.86166,104.195397
961,HermÃ¨s International,4.5,1,3.5,34.9,France,Europe,46.227638,2.213749
962,GAIL India,8.7,0.9,10,7.6,India,Asia,20.593684,78.96288
963,Shizuoka Bank,2.4,0.4,117.8,7.3,Japan,Asia,36.204824,138.252924
964,Advanced Info Service,4.6,1.1,3.1,23.2,Thailand,Asia,15.870032,100.992541
965,Longfor Properties,4.4,1,16.8,8.6,China,Asia,35.86166,104.195397
966,Steinhoff International,9.9,0.7,16.2,5,South Africa,Africa,-30.559482,22.937506
967,Dassault Aviation,5.1,0.7,13.7,11.9,France,Europe,46.227638,2.213749
968,Coca-Cola Enterprises,8.1,0.7,9.5,10.1,USA,North America,37.09024,-95.712891
969,Haitong Securities,1.6,0.5,20.3,16.7,China,Asia,35.86166,104.195397
970,Ralph Lauren,6.9,0.7,5.5,15.5,USA,North America,37.09024,-95.712891
971,Hershey,6.6,0.7,4.8,18.2,USA,North America,37.09024,-95.712891
972,Singapore Airlines,11.8,0.3,17.5,10,Singapore,Asia,1.352083,103.819836
973,Bank of India,6.3,0.5,76.1,3.4,India,Asia,20.593684,78.96288
973,RHB Capital,2,0.6,61.8,6.8,Malaysia,Asia,4.210484,101.975766
975,Mitsubishi Motors,21.8,0.3,15.9,6.8,Japan,Asia,36.204824,138.252924
976,Finatis,54.9,0.2,40,0.5,France,Europe,46.227638,2.213749
977,Lear,14.6,1.3,8.2,5.4,USA,North America,37.09024,-95.712891
978,Mechel,11.4,0.7,19.3,2.2,Russia,Europe,61.52401,105.318756
979,GKN,10.6,0.8,9.7,6.8,UK,Europe,55.378051,-3.435973
981,Emirates NBD,3.8,0.6,83.9,5.8,United Arab Emirates,Asia,23.424076,53.847818
982,Eastman Chemical,8.1,0.4,11.6,11.2,USA,North America,37.09024,-95.712891
983,Shaw Communications,5.1,0.8,12.5,10.8,Canada,North America,56.130366,-106.346771
984,Huntington Bancshares,3,0.6,56.2,6.3,USA,North America,37.09024,-95.712891
985,Steel Authority of India,9,0.7,15.4,5.3,India,Asia,20.593684,78.96288
985,DP World,3.1,0.7,16.4,12,United Arab Emirates,Asia,23.424076,53.847818
987,Bidvest Group,16.4,0.5,6.8,8.1,South Africa,Africa,-30.559482,22.937506
987,Comerica,2.7,0.5,65.4,6.9,USA,North America,37.09024,-95.712891
989,Murata Manufacturing,7.1,0.4,12,15.6,Japan,Asia,36.204824,138.252924
990,Mattel,6.4,0.8,6.5,14.5,USA,North America,37.09024,-95.712891
991,Chonqing Rural Bank,3.6,0.8,69.6,5,China,Asia,35.86166,104.195397
992,Bank of Ireland,8.2,-2.4,195.3,6,Ireland,Europe,53.41291,-8.24389
993,CA,4.7,0.9,11.6,11.6,USA,North America,37.09024,-95.712891
994,TD Ameritrade Holding,2.6,0.6,21,11.5,USA,North America,37.09024,-95.712891
995,Adobe Systems,4.4,0.7,10.2,20.6,USA,North America,37.09024,-95.712891
996,SÃ¼dzucker,9.3,0.5,10.9,8.6,Germany,Europe,51.165691,10.451526
997,Avnet,25.2,0.5,10.6,5,USA,North America,37.09024,-95.712891
998,CH Robinson Worldwide,11.4,0.6,2.8,9.6,USA,North America,37.09024,-95.712891
999,Land Securities Group,1.1,0.8,17.3,9.8,UK,Europe,55.378051,-3.435973
1000,Yamada Denki,22.2,0.7,11.2,4,Japan,Asia,36.204824,138.252924
1001,Mitsubishi UFJ Lease,8.8,0.4,44.6,4.3,Japan,Asia,36.204824,138.252924
1001,Nan Ya Plastics,10.2,0.1,16.3,13.9,Taiwan,Asia,23.69781,120.960515
1003,NetApp,6.3,0.5,10.9,12.4,USA,North America,37.09024,-95.712891
1004,Chiba Bank,2.4,0.5,132.2,6,Japan,Asia,36.204824,138.252924
